ZCTA5CE,CLASSFP,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
15025,B5,G6350,S,42190436,7391,+40.2919276,-079.9265183
15216,B5,G6350,S,8392414,0,+40.4025251,-080.0338371
15147,B5,G6350,S,24015452,0,+40.4988375,-079.8256626
15116,B5,G6350,S,20212404,0,+40.5281027,-079.9349440
15144,B5,G6350,S,7085144,0,+40.5497120,-079.7837712
15085,B5,G6350,S,26238697,0,+40.3845215,-079.7229704
15146,B5,G6350,S,51539158,15818,+40.4284955,-079.7610612
15024,B5,G6350,S,45586070,0,+40.5808574,-079.8466921
15228,B5,G6350,S,7984904,0,+40.3710656,-080.0435469
15014,B5,G6350,S,1727845,0,+40.6084312,-079.7384272
15035,B5,G6350,S,1159518,0,+40.3850284,-079.8064845
15005,B5,G6350,S,41770199,0,+40.6444306,-080.1747582
15126,B5,G6350,S,55879521,0,+40.4617684,-080.2839083
15332,B5,G6350,S,68912092,0,+40.2427937,-079.9934058
15222,B5,G6350,S,2294968,0,+40.4492450,-079.9906447
15007,B5,G6350,S,683419,0,+40.6502497,-079.9322525
16259,B5,G6350,S,128023225,99902,+40.9296773,-079.4514871
16229,B5,G6350,S,71059947,1966,+40.7171242,-079.6427474
16236,B5,G6350,S,230559,0,+40.7836406,-079.5211390
16223,B5,G6350,S,7403188,0,+40.9555616,-079.3787155
16245,B5,G6350,S,3357798,0,+41.0015737,-079.2930846
16256,B5,G6350,S,92536294,1262891,+40.8552671,-079.1344583
15010,B5,G6350,S,130006517,20450,+40.7711130,-080.3603966
15001,B5,G6350,S,144908499,1631216,+40.5874114,-080.3176147
16063,B5,G6350,S,41824052,10034,+40.7689413,-080.1190267
15043,B5,G6350,S,81400697,39568,+40.5644097,-080.4800390
15559,B5,G6350,S,114199924,217414,+40.0602483,-078.6910645
15522,B5,G6350,S,484268588,2511585,+39.9416131,-078.5484729
15554,B5,G6350,S,97931574,310790,+40.1289803,-078.6195926
16678,B5,G6350,S,113373475,17029,+40.2223048,-078.2464678
16670,B5,G6350,S,352992,0,+40.2578467,-078.4927968
16657,B5,G6350,S,124544031,0,+40.3350740,-078.1810328
15539,B5,G6350,S,3264222,0,+40.1283401,-078.5942504
19540,B5,G6350,S,90374503,344159,+40.2362708,-075.9666639
19555,B5,G6350,S,38716000,101538,+40.4943816,-075.9539189
19512,B5,G6350,S,115455635,236310,+40.3484484,-075.6801094
19536,B5,G6350,S,1093225,1293,+40.4790405,-075.7620778
19554,B5,G6350,S,465276,0,+40.5128732,-076.1178526
17724,B5,G6350,S,289078960,1412893,+41.6377718,-076.7922404
18846,B5,G6350,S,74396542,471283,+41.5911365,-076.2477061
19021,B5,G6350,S,8003620,341337,+40.0910966,-074.8936015
19057,B5,G6350,S,11565975,80738,+40.1403945,-074.8608929
19047,B5,G6350,S,45489206,1121579,+40.1831894,-074.9109575
18951,B5,G6350,S,177953796,896259,+40.4586752,-075.3466721
19055,B5,G6350,S,6319023,35609,+40.1473726,-074.8351047
18054,B5,G6350,S,42003427,232667,+40.3523694,-075.4387360
18077,B5,G6350,S,35285171,89995,+40.5664018,-075.2454398
18970,B5,G6350,S,323458,0,+40.4113610,-075.3834874
19040,B5,G6350,S,15244747,0,+40.1773155,-075.1059264
16050,B5,G6350,S,59291168,17634,+41.0381502,-079.7792422
16038,B5,G6350,S,112927536,14262,+41.1644826,-079.9533432
16029,B5,G6350,S,2020041,0,+40.8782423,-079.8454783
16030,B5,G6350,S,3558337,0,+41.1373532,-079.7983552
15956,B5,G6350,S,26565070,23601,+40.3486606,-078.7804163
16646,B5,G6350,S,52004873,4299,+40.6927018,-078.7028014
15909,B5,G6350,S,41935549,413951,+40.4097416,-078.8697406
15722,B5,G6350,S,57374093,49923,+40.5952335,-078.7238688
15724,B5,G6350,S,124582501,423942,+40.7350961,-078.8136341
18030,B5,G6350,S,392057,0,+40.7986376,-075.6631431
18240,B5,G6350,S,112334344,3196289,+40.8777707,-075.8217770
18058,B5,G6350,S,150847437,2254617,+40.8895335,-075.4934085
18244,B5,G6350,S,888494,0,+40.8248953,-075.6757730
16853,B5,G6350,S,778670,0,+40.9412924,-077.7865333
16666,B5,G6350,S,65585718,264378,+40.8629757,-078.3139870
16803,B5,G6350,S,61215388,29215,+40.7925405,-077.9080592
16844,B5,G6350,S,170150169,0,+40.9080215,-077.9299009
16865,B5,G6350,S,56367604,26160,+40.7225029,-077.9729247
16832,B5,G6350,S,68874792,50179,+40.8429760,-077.4268623
16845,B5,G6350,S,125827748,50243,+41.1297589,-078.0503554
19475,B5,G6350,S,45046762,366191,+40.1721973,-075.6000000
19352,B5,G6350,S,49228046,396126,+39.7771492,-075.8876180
19382,B5,G6350,S,121290458,1089646,+39.9251080,-075.6175736
19363,B5,G6350,S,128615768,717779,+39.7901365,-075.9694049
19460,B5,G6350,S,86612521,821053,+40.1256626,-075.5292878
19350,B5,G6350,S,71274307,688999,+39.7600172,-075.7966769
19348,B5,G6350,S,96368844,691670,+39.8660238,-075.7202426
19374,B5,G6350,S,5155836,15043,+39.8289524,-075.7482731
19333,B5,G6350,S,9719548,38731,+40.0418723,-075.4235971
19345,B5,G6350,S,519377,0,+40.0294593,-075.5653005
19319,B5,G6350,S,916082,6490,+39.9286511,-075.5253639
16214,B5,G6350,S,131597443,309130,+41.2124599,-079.3485153
16255,B5,G6350,S,104677770,491771,+41.1288134,-079.4667569
15860,B5,G6350,S,337809172,585341,+41.3481543,-079.0438329
15767,B5,G6350,S,408441969,2032388,+40.9659646,-078.9756283
16836,B5,G6350,S,211111441,372108,+41.1227303,-078.2585172
16680,B5,G6350,S,7233191,66375,+40.7577139,-078.4306280
18655,B5,G6350,S,170787169,1382239,+41.1906253,-076.1854737
17945,B5,G6350,S,2616275,16913,+40.7850855,-076.3768457
17888,B5,G6350,S,9661965,497381,+40.8082385,-076.3699405
16404,B5,G6350,S,232930670,160468,+41.7271420,-079.7892631
16354,B5,G6350,S,319582664,0,+41.6137624,-079.7077449
16134,B5,G6350,S,123278053,220496,+41.5120254,-080.4452605
17070,B5,G6350,S,43536461,151691,+40.1995522,-076.8541312
17093,B5,G6350,S,168360,0,+40.3128697,-076.9312625
17112,B5,G6350,S,170524682,0,+40.3680000,-076.7876802
17113,B5,G6350,S,13289411,0,+40.2318737,-076.8253293
17022,B5,G6350,S,140527939,549558,+40.1682308,-076.6142338
17980,B5,G6350,S,103997846,2429409,+40.5186578,-076.6447380
17028,B5,G6350,S,83276583,437430,+40.4024701,-076.6762295
17097,B5,G6350,S,12738114,0,+40.5844517,-076.6611143
17098,B5,G6350,S,29983270,0,+40.5692441,-076.6341499
17020,B5,G6350,S,151652821,840535,+40.4141705,-077.0415028
19074,B5,G6350,S,2017430,96092,+39.8859901,-075.2957558
19085,B5,G6350,S,15615267,11386,+40.0392290,-075.3478425
19003,B5,G6350,S,5125763,0,+40.0015660,-075.2990316
19018,B5,G6350,S,6968432,0,+39.9232522,-075.2984018
19064,B5,G6350,S,20980661,71135,+39.9331561,-075.3408130
15841,B5,G6350,S,4747826,0,+41.2704311,-078.5269188
15821,B5,G6350,S,93055365,105810,+41.3509580,-078.3685141
16442,B5,G6350,S,127640592,812408,+42.0485726,-079.8257469
16410,B5,G6350,S,55214795,125166,+41.9227507,-080.3085091
16423,B5,G6350,S,24033414,94576,+42.0206417,-080.3395120
16507,B5,G6350,S,5382592,35645,+42.1356364,-080.0832003
16421,B5,G6350,S,26600560,38224,+42.1646965,-079.9341045
15610,B5,G6350,S,89490831,158133,+40.1424465,-079.4186040
15474,B5,G6350,S,25396954,0,+39.7547035,-079.8984628
15475,B5,G6350,S,2902354,0,+39.9601865,-079.8816146
15486,B5,G6350,S,64436943,193874,+40.0258852,-079.7111643
15435,B5,G6350,S,380211,30668,+39.9414846,-079.8498745
15467,B5,G6350,S,552921,0,+39.7955700,-079.9071185
15482,B5,G6350,S,4509777,44428,+40.0723283,-079.7681497
16347,B5,G6350,S,209620499,8355,+41.6574019,-079.0397041
17201,B5,G6350,S,398559000,164253,+39.9300370,-077.6774038
17267,B5,G6350,S,241638771,18445,+39.8088858,-078.2328652
15322,B5,G6350,S,37915850,0,+39.9782016,-080.0543087
15316,B5,G6350,S,8117113,2417,+39.7645964,-080.2814182
15344,B5,G6350,S,38276237,7069,+39.9157466,-080.0614237
26033,B5,G6350,S,250555445,1063666,+39.8265523,-080.5808422
17066,B5,G6350,S,90365491,45377,+40.3522410,-077.8487305
16611,B5,G6350,S,97883208,64086,+40.5512289,-078.0976232
17253,B5,G6350,S,700535,0,+40.2122793,-078.0062604
15771,B5,G6350,S,93724574,409956,+40.8300638,-079.0010512
16246,B5,G6350,S,805740,0,+40.7915198,-079.1826542
15723,B5,G6350,S,3024098,41097,+40.6987467,-079.1586761
15729,B5,G6350,S,51779148,66194,+40.7064449,-078.9151245
15763,B5,G6350,S,4078242,0,+40.9051133,-079.1437513
15725,B5,G6350,S,84973258,145366,+40.5226265,-079.3306889
15716,B5,G6350,S,388133,0,+40.4722934,-079.1921585
15741,B5,G6350,S,3706351,5110,+40.8024883,-078.8910332
15711,B5,G6350,S,3212522,13260,+41.0184247,-078.9556195
15733,B5,G6350,S,1029791,18100,+40.9888620,-078.9592947
15715,B5,G6350,S,1745020,47244,+40.9706697,-078.8773405
17059,B5,G6350,S,236643404,219981,+40.5828811,-077.4156429
17062,B5,G6350,S,204481047,382451,+40.6079896,-077.1010694
17094,B5,G6350,S,82933335,0,+40.5873901,-077.2159554
18503,B5,G6350,S,1267503,0,+41.4108773,-075.6680007
18444,B5,G6350,S,276414316,3568062,+41.3298648,-075.5383060
17602,B5,G6350,S,66625589,1001369,+40.0146232,-076.2463506
17562,B5,G6350,S,43563873,215433,+39.9704383,-076.0920671
19501,B5,G6350,S,2238735,7723,+40.2443450,-076.0659218
16143,B5,G6350,S,69260800,345160,+41.1050809,-080.4544175
16105,B5,G6350,S,64644862,855416,+41.0574386,-080.3403586
18049,B5,G6350,S,37413933,152521,+40.5157255,-075.4892617
18656,B5,G6350,S,145994383,893088,+41.3228397,-076.2163968
18651,B5,G6350,S,28652008,8233,+41.2541087,-075.9597447
18634,B5,G6350,S,54694908,284810,+41.1958591,-076.0211874
18249,B5,G6350,S,94636365,66404,+40.9881984,-076.1171794
18241,B5,G6350,S,1311905,0,+40.9406564,-076.1693092
17702,B5,G6350,S,157003358,903574,+41.1835139,-077.0777760
17774,B5,G6350,S,75306448,330663,+41.2518671,-076.5467329
17737,B5,G6350,S,200497452,1164672,+41.3158851,-076.6802844
16740,B5,G6350,S,117439595,244542,+41.6525989,-078.5096169
16730,B5,G6350,S,2093894,54592,+41.8177996,-078.4228165
16137,B5,G6350,S,283735053,1563430,+41.2314428,-080.2427277
16148,B5,G6350,S,81172980,40427,+41.2296287,-080.4352950
16342,B5,G6350,S,172222362,32976,+41.3278851,-079.9393364
16113,B5,G6350,S,470812,0,+41.2816310,-080.4211555
18350,B5,G6350,S,31636738,1355714,+41.1055873,-075.4651685
18334,B5,G6350,S,61793715,944227,+41.0542665,-075.4555365
18372,B5,G6350,S,26270640,98836,+41.0400800,-075.3244920
18341,B5,G6350,S,1937985,42142,+41.0010219,-075.1444380
18333,B5,G6350,S,7056764,8670,+40.8968579,-075.4933058
18354,B5,G6350,S,10481726,47649,+40.9226028,-075.3220949
18356,B5,G6350,S,2061029,0,+41.0166216,-075.0877374
18936,B5,G6350,S,2438063,0,+40.2259798,-075.2292276
19004,B5,G6350,S,7215853,0,+40.0140195,-075.2300281
18076,B5,G6350,S,3207476,0,+40.3738860,-075.4817346
17847,B5,G6350,S,108231145,433087,+41.0079826,-076.8110290
18351,B5,G6350,S,2056611,27826,+40.9159229,-075.0946955
17872,B5,G6350,S,131826319,1180644,+40.7635189,-076.6214085
17834,B5,G6350,S,7671770,24248,+40.7875770,-076.4685598
17941,B5,G6350,S,86755521,26985,+40.6908183,-076.6279162
17040,B5,G6350,S,121127612,638372,+40.3227879,-077.3041363
17068,B5,G6350,S,85124190,120630,+40.4104155,-077.1783690
19146,B5,G6350,S,4272004,0,+39.9390287,-075.1827661
19109,B5,G6350,S,8800,0,+39.9496517,-075.1636541
19114,B5,G6350,S,14708064,133224,+40.0693610,-075.0002638
19144,B5,G6350,S,10011437,18061,+40.0319285,-075.1760994
19152,B5,G6350,S,7670528,25464,+40.0615951,-075.0463848
19126,B5,G6350,S,2990691,39344,+40.0561194,-075.1365642
18451,B5,G6350,S,1766144,2550,+41.4060904,-075.2367009
18435,B5,G6350,S,31866949,284774,+41.4924409,-075.0263658
18425,B5,G6350,S,77190677,1584157,+41.4371156,-075.0570343
18371,B5,G6350,S,24872908,640143,+41.1507056,-075.0340783
18445,B5,G6350,S,88214740,1136811,+41.2979163,-075.3593575
16915,B5,G6350,S,676899135,96506,+41.7885750,-077.9822744
17935,B5,G6350,S,3677483,33423,+40.7948416,-076.2734696
17943,B5,G6350,S,1067553,0,+40.7550312,-076.3893360
17959,B5,G6350,S,54733486,480214,+40.7320692,-076.1499508
17960,B5,G6350,S,133260311,76338,+40.6972413,-075.9470438
17923,B5,G6350,S,13142552,0,+40.6678438,-076.3282929
17870,B5,G6350,S,121479045,2052060,+40.8173225,-076.8886360
17827,B5,G6350,S,5312933,2071,+40.7528574,-076.9680235
15531,B5,G6350,S,139199705,1297604,+40.1901975,-079.0694636
15546,B5,G6350,S,269030,0,+40.1441131,-079.0460916
15547,B5,G6350,S,348417,0,+40.1582380,-079.0629378
15541,B5,G6350,S,91056929,1348,+40.0527394,-078.9806077
15540,B5,G6350,S,118155409,1509692,+39.7860914,-079.2146320
15928,B5,G6350,S,9743274,0,+40.2401722,-078.9202245
18614,B5,G6350,S,421795123,2099446,+41.5145161,-076.4864436
18834,B5,G6350,S,160171794,2437947,+41.8309653,-075.7209348
18441,B5,G6350,S,4884226,1837,+41.6499655,-075.6434808
18842,B5,G6350,S,8169736,0,+41.7512064,-075.6180345
16932,B5,G6350,S,59896076,99246,+41.7786198,-076.9392949
16918,B5,G6350,S,2488883,0,+41.9348226,-077.5023387
14871,B5,G6350,S,139406500,602219,+42.0396251,-076.9114181
17837,B5,G6350,S,170344217,791329,+40.9775332,-076.9529075
17886,B5,G6350,S,3113451,0,+41.0156185,-076.8763030
16402,B5,G6350,S,78299009,97881,+41.9715698,-079.4405032
16420,B5,G6350,S,123546844,0,+41.6995837,-079.5489681
16436,B5,G6350,S,105792133,50386,+41.8389023,-079.5103339
15348,B5,G6350,S,356712,0,+39.9886262,-079.9940715
15022,B5,G6350,S,46296209,0,+40.1327890,-079.9369217
15019,B5,G6350,S,62315115,115452,+40.4069744,-080.3285739
15078,B5,G6350,S,398110,0,+40.3589553,-080.3892300
18417,B5,G6350,S,139221104,2086985,+41.8097638,-075.2010949
18439,B5,G6350,S,64096375,2813879,+41.8255025,-075.3489660
18463,B5,G6350,S,4429272,8401,+41.3479937,-075.3797041
18454,B5,G6350,S,5478905,991222,+41.8272849,-075.4261438
15675,B5,G6350,S,4001823,0,+40.3298614,-079.6415894
15670,B5,G6350,S,104488342,115106,+40.4147996,-079.4287299
15665,B5,G6350,S,1785804,0,+40.3364530,-079.6609333
15626,B5,G6350,S,12295167,0,+40.4118838,-079.5744650
17360,B5,G6350,S,62901128,0,+39.8514043,-076.7545753
17356,B5,G6350,S,86523468,0,+39.8972407,-076.5794601
17318,B5,G6350,S,99072,0,+40.0161043,-076.7294811
17325,B5,G6350,S,332294423,1685188,+39.8262580,-077.2276061
17331,B5,G6350,S,190637496,3037750,+39.7918442,-076.9791932
17353,B5,G6350,S,108308559,204859,+39.8832472,-077.3718996
17222,B5,G6350,S,173451956,912633,+39.8963977,-077.4939858
15204,B5,G6350,S,5668393,0,+40.4558308,-080.0664605
15120,B5,G6350,S,12021732,0,+40.3954474,-079.9062845
15045,B5,G6350,S,4358626,0,+40.3259223,-079.8849722
15132,B5,G6350,S,14400505,3013,+40.3393488,-079.8416945
15226,B5,G6350,S,6158695,0,+40.3954389,-080.0135299
15133,B5,G6350,S,9797867,0,+40.3236405,-079.8621282
15071,B5,G6350,S,52729357,0,+40.4128717,-080.1872331
15034,B5,G6350,S,2652273,4428,+40.3513430,-079.8905428
15046,B5,G6350,S,5329100,0,+40.5557855,-080.2293730
15056,B5,G6350,S,2474705,0,+40.5654454,-080.2130328
15137,B5,G6350,S,19994978,0,+40.3776328,-079.8081165
16046,B5,G6350,S,53980022,0,+40.7016420,-080.0314194
15656,B5,G6350,S,92492964,28319,+40.6370476,-079.6151576
15732,B5,G6350,S,75891094,154889,+40.7327297,-079.2164712
16055,B5,G6350,S,101202515,102504,+40.7147821,-079.7434870
15074,B5,G6350,S,39364749,0,+40.7254171,-080.2170465
16120,B5,G6350,S,87054811,196372,+40.8849913,-080.4789801
15550,B5,G6350,S,144904913,2328083,+39.9890068,-078.6377046
15946,B5,G6350,S,118515606,699915,+40.3664808,-078.6442339
16672,B5,G6350,S,283073,0,+40.1560961,-078.2560076
16679,B5,G6350,S,61115486,25176,+40.1553695,-078.1946487
16633,B5,G6350,S,125407,0,+40.1605724,-078.2317375
19507,B5,G6350,S,95112386,272993,+40.5048396,-076.2711962
17067,B5,G6350,S,124122862,226320,+40.3903701,-076.3150431
19508,B5,G6350,S,118959650,664388,+40.2621217,-075.8340224
18062,B5,G6350,S,57043789,203189,+40.5059016,-075.5859900
19504,B5,G6350,S,58540853,130757,+40.4162063,-075.5886139
18011,B5,G6350,S,42562369,216588,+40.4780390,-075.6462635
19518,B5,G6350,S,79130825,209002,+40.2726519,-075.7459991
19610,B5,G6350,S,18582269,3815,+40.3414022,-075.9748394
19520,B5,G6350,S,92299141,1219125,+40.1570965,-075.8062363
16602,B5,G6350,S,39769045,61739,+40.5192525,-078.3656302
18623,B5,G6350,S,150111391,1381870,+41.6648005,-076.1519836
18832,B5,G6350,S,108182723,964656,+41.6790887,-076.5674192
18829,B5,G6350,S,65249935,296833,+41.8379847,-076.1742925
18851,B5,G6350,S,68281772,459713,+41.9339021,-076.1764631
18977,B5,G6350,S,12376207,136956,+40.2841725,-074.8741696
18920,B5,G6350,S,12235428,14710,+40.4977176,-075.0840336
18964,B5,G6350,S,23815191,1175,+40.2935063,-075.3341363
16066,B5,G6350,S,58537921,13635,+40.7099670,-080.1056416
15934,B5,G6350,S,906701,0,+40.2786771,-078.8051228
15963,B5,G6350,S,236554662,446924,+40.2209505,-078.7811146
15940,B5,G6350,S,64918939,179491,+40.5170294,-078.6252322
15938,B5,G6350,S,79731101,62911,+40.4140436,-078.5954508
15902,B5,G6350,S,24712454,0,+40.3174342,-078.8819953
15904,B5,G6350,S,72743764,48204,+40.3115951,-078.8409893
15927,B5,G6350,S,13308481,0,+40.5405401,-078.7803343
16668,B5,G6350,S,136863347,3068,+40.6550884,-078.6194680
15961,B5,G6350,S,45178231,46253,+40.4664429,-078.9433672
15930,B5,G6350,S,85116,0,+40.2947703,-078.7195621
18235,B5,G6350,S,232388254,1422658,+40.8370027,-075.6941571
16854,B5,G6350,S,3935341,0,+40.8934780,-077.4759327
16866,B5,G6350,S,240485933,1111704,+40.8671182,-078.1655075
16841,B5,G6350,S,309625666,69149,+41.0187187,-077.6905553
16827,B5,G6350,S,58806621,0,+40.7684386,-077.7781600
16864,B5,G6350,S,5264712,0,+41.1006022,-077.7890267
19301,B5,G6350,S,9878110,10448,+40.0423940,-075.4801192
19320,B5,G6350,S,213656215,1935193,+39.9577537,-075.8374212
19335,B5,G6350,S,111756553,2851346,+40.0258649,-075.7200691
19343,B5,G6350,S,69833109,987449,+40.1022579,-075.7521742
15864,B5,G6350,S,101867209,505960,+41.1022088,-079.1901321
16319,B5,G6350,S,80154364,44425,+41.3159662,-079.6306919
16217,B5,G6350,S,12993124,30,+41.3427275,-079.2033552
16230,B5,G6350,S,2733251,186153,+41.0202879,-079.2832217
16830,B5,G6350,S,214312276,1032647,+41.0308862,-078.4365667
16858,B5,G6350,S,138944784,323710,+40.9984903,-078.2028713
16661,B5,G6350,S,49672094,735639,+40.8310880,-078.4609279
16825,B5,G6350,S,9397278,39874,+40.9817908,-078.3286657
16861,B5,G6350,S,24173113,56309,+40.8765602,-078.5358359
16681,B5,G6350,S,3617737,22122,+40.8004271,-078.4395652
17920,B5,G6350,S,13808368,129868,+40.8289686,-076.3712013
16403,B5,G6350,S,234242108,990188,+41.7922757,-080.0227307
16110,B5,G6350,S,13135608,35942,+41.5052492,-080.3807615
16401,B5,G6350,S,147384859,1192706,+41.8784760,-080.4051602
17240,B5,G6350,S,119024315,462837,+40.1540219,-077.5875231
17025,B5,G6350,S,43451065,99019,+40.2942938,-076.9854426
17007,B5,G6350,S,55819554,475663,+40.1250761,-077.0932664
17053,B5,G6350,S,74277142,39727,+40.3250399,-077.0264735
17032,B5,G6350,S,264672825,46019,+40.4898817,-076.8328054
17023,B5,G6350,S,63750380,0,+40.5815949,-076.8111358
19083,B5,G6350,S,14563027,0,+39.9770721,-075.3123105
19015,B5,G6350,S,8757849,8351,+39.8686333,-075.3929449
19061,B5,G6350,S,37969054,5888,+39.8397256,-075.4658118
16504,B5,G6350,S,7472134,0,+42.1084916,-080.0497966
16503,B5,G6350,S,6380974,8224,+42.1269355,-080.0615654
15458,B5,G6350,S,43136025,0,+39.8873453,-079.8544100
15473,B5,G6350,S,52056423,41954,+40.0438253,-079.7907423
15460,B5,G6350,S,980151,0,+39.8072982,-079.9081346
15490,B5,G6350,S,23519454,0,+40.0734558,-079.4350238
15470,B5,G6350,S,75473839,235540,+39.8527960,-079.5316909
15433,B5,G6350,S,42338369,281519,+39.9826831,-079.9487322
15444,B5,G6350,S,1586582,0,+40.0118005,-079.9089595
16239,B5,G6350,S,508261895,443268,+41.4907071,-079.1249852
17220,B5,G6350,S,67091844,17393,+40.2227413,-077.6761594
15536,B5,G6350,S,90982833,675,+39.9374757,-078.2062050
17215,B5,G6350,S,16576303,0,+40.0793860,-077.9114460
15346,B5,G6350,S,802594,0,+39.9326876,-080.0726232
15353,B5,G6350,S,175118,0,+39.9622417,-080.3103835
16647,B5,G6350,S,49044430,0,+40.4046363,-078.0946789
16685,B5,G6350,S,38597966,0,+40.2815506,-078.0819238
16622,B5,G6350,S,28770850,0,+40.3466060,-078.0770485
15949,B5,G6350,S,775404,2633,+40.4025767,-079.1350658
15847,B5,G6350,S,4058387,5680,+41.0810906,-079.0246718
15780,B5,G6350,S,2000882,84677,+40.9161281,-079.0502171
17082,B5,G6350,S,145270925,0,+40.4973197,-077.4252126
17086,B5,G6350,S,101636115,114117,+40.6906236,-077.1220069
18509,B5,G6350,S,6792845,0,+41.4303658,-075.6452062
18510,B5,G6350,S,5300755,72874,+41.4073785,-075.6366126
18421,B5,G6350,S,104894456,743316,+41.6648688,-075.4552696
18436,B5,G6350,S,251552853,9609462,+41.4360088,-075.4070886
17522,B5,G6350,S,110256929,915454,+40.1742103,-076.1719289
17551,B5,G6350,S,26325129,283358,+39.9822019,-076.3714186
17565,B5,G6350,S,31884024,354701,+39.8980809,-076.3195195
17560,B5,G6350,S,39133390,273125,+39.9126747,-076.2276813
17505,B5,G6350,S,18844536,173611,+40.0635009,-076.1924363
17073,B5,G6350,S,73967502,160459,+40.2984887,-076.2554899
16101,B5,G6350,S,202302581,1595182,+40.9839890,-080.2900371
16142,B5,G6350,S,105063892,356660,+41.1352332,-080.3328020
16160,B5,G6350,S,3975275,0,+40.9273540,-080.3613366
18101,B5,G6350,S,802760,1450,+40.6032312,-075.4695053
18069,B5,G6350,S,35292901,254014,+40.6251621,-075.6149344
18087,B5,G6350,S,2920999,5513,+40.5536025,-075.5938542
18034,B5,G6350,S,29443021,175885,+40.5463534,-075.4152783
18017,B5,G6350,S,40989313,150173,+40.6586210,-075.3846048
18704,B5,G6350,S,26411031,0,+41.2807655,-075.8966430
18644,B5,G6350,S,39512668,648048,+41.3279070,-075.8823962
18224,B5,G6350,S,41784779,93404,+41.0262754,-075.8732633
18642,B5,G6350,S,13939289,76604,+41.3563479,-075.7731813
18618,B5,G6350,S,46163013,150413,+41.3735872,-076.0070061
17744,B5,G6350,S,60067455,72379,+41.2409701,-077.1532743
17762,B5,G6350,S,1319027,39434,+41.2845100,-076.7027855
17752,B5,G6350,S,107740339,933415,+41.1809880,-076.9224900
16938,B5,G6350,S,216698301,427904,+41.5725501,-077.3129252
16748,B5,G6350,S,231584891,463433,+41.9624227,-078.1578440
16114,B5,G6350,S,27971066,52748,+41.4066467,-080.1881921
16146,B5,G6350,S,10310943,0,+41.2347417,-080.4994851
16161,B5,G6350,S,823810,0,+41.2013162,-080.4932595
17044,B5,G6350,S,275266658,624215,+40.5690363,-077.5982665
17099,B5,G6350,S,2216406,50762,+40.6397101,-077.5785177
18347,B5,G6350,S,83251613,3590044,+41.1269858,-075.5862681
18332,B5,G6350,S,34190129,304282,+41.0949377,-075.2613016
18331,B5,G6350,S,6119119,5866,+40.9084124,-075.4402279
18344,B5,G6350,S,20604149,108194,+41.1214971,-075.3338272
18323,B5,G6350,S,21134283,231019,+41.2269681,-075.2850234
19426,B5,G6350,S,91288535,239170,+40.1912989,-075.4370520
19428,B5,G6350,S,19352481,38465,+40.0802157,-075.3025042
19401,B5,G6350,S,16341803,28158,+40.1320210,-075.3318908
19095,B5,G6350,S,5341431,0,+40.0858067,-075.1516779
18014,B5,G6350,S,84166319,850176,+40.7613016,-075.4082933
18086,B5,G6350,S,525644,1926,+40.7367094,-075.5463773
17865,B5,G6350,S,2584180,50945,+40.9853989,-076.7911859
17868,B5,G6350,S,1282745,0,+40.9587876,-076.6361078
17037,B5,G6350,S,71936775,113860,+40.4512636,-077.4056750
19132,B5,G6350,S,5465865,0,+39.9963916,-075.1703651
19123,B5,G6350,S,3273660,0,+39.9642560,-075.1470962
19119,B5,G6350,S,8719412,62662,+40.0524660,-075.1908896
19150,B5,G6350,S,3846422,0,+40.0725216,-075.1717863
19142,B5,G6350,S,4308862,29924,+39.9229341,-075.2346674
19124,B5,G6350,S,12866528,89216,+40.0171189,-075.0928144
19137,B5,G6350,S,5605396,158148,+39.9977730,-075.0756047
19149,B5,G6350,S,6205608,0,+40.0376940,-075.0654690
19111,B5,G6350,S,13915624,66561,+40.0633177,-075.0776310
19135,B5,G6350,S,6064994,0,+40.0228021,-075.0507187
18464,B5,G6350,S,18275825,883321,+41.4106074,-075.1954472
16923,B5,G6350,S,203936464,60951,+41.9505720,-077.8705438
16937,B5,G6350,S,12696587,12838,+41.9678962,-077.7109410
16746,B5,G6350,S,79819434,943,+41.7938936,-078.1224266
16941,B5,G6350,S,7777552,0,+41.9841824,-077.7595370
17938,B5,G6350,S,106905892,11681,+40.6539376,-076.5077266
18214,B5,G6350,S,56659720,1000172,+40.7955965,-076.0821585
17949,B5,G6350,S,629851,0,+40.7951908,-076.2401640
17929,B5,G6350,S,2825075,0,+40.6310952,-076.1935142
18245,B5,G6350,S,3532385,0,+40.8529938,-076.0313158
17933,B5,G6350,S,259529,0,+40.6042743,-076.2430755
17833,B5,G6350,S,252434,0,+40.8030487,-076.9666959
17862,B5,G6350,S,2755652,71996,+40.8614736,-077.0602583
15553,B5,G6350,S,597870,0,+39.9840773,-078.7717424
18619,B5,G6350,S,87896948,46192,+41.4351055,-076.7219295
18632,B5,G6350,S,22321354,31808,+41.4605300,-076.3978373
18812,B5,G6350,S,78127713,1453087,+41.9732006,-075.9647422
18826,B5,G6350,S,128557160,823917,+41.7469130,-075.7241686
18847,B5,G6350,S,339151649,2569563,+41.9286802,-075.5789798
18844,B5,G6350,S,82757185,711279,+41.6909699,-075.9052387
18413,B5,G6350,S,4404594,0,+41.6514375,-075.6001969
18828,B5,G6350,S,12125529,4159,+41.7707392,-076.0978165
18816,B5,G6350,S,2671379,67452,+41.7432715,-075.8914596
